id,date,focal,tday,cond,dayofcond,observer,weather,ctpos,numct,sexct,ctfeed,ctenrich,ctclean,ctint,start,finish,enrich,enrichtime,timetoenrich,feeding,timetofeed,clean,cleant,timetoclean,xtraint,pxtraint,sep,patatsmed,foodgrunt,grunt,lipsmack,pbaboon,phuman,hgroomct,hgroomd,bgroomct,bgroomd,ghgroomct,ghgroomd,gbgroomct,gbgroomd,penisd,playb,plays,manenrichct,manenrichd,embraceh,embraceb,dproxct,dproxout,movetoobs,playvocal,iproxct,iproxout,threatg,bark,headshake,yawn,aggb,pace,aggdisp,teeth,rubgen,sway,turn,scream,sgroomct,sgroomd,eatct,eatd,drink,foragect,foraged,restct,restd,schratch,other ,comment
stevie,29/04,1,1,1,1,j,cloudy/windy,s,1,m,ms,ms,,,10:10:00 AM,10:30:00 AM,icei,2:20:00 PM,b,11:40:00 AM,b,no,,,no,,,,8,10,0,,0,,,1,100,,,0,0,2,0,0,0,0,,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,,0,0,1,436,0,3,59,4,698,10,0,
stevie,29/04,2,1,1,1,j,sunny/windy,s,1,m,ms,ms,,,2:10:00 PM,2:30:00 PM,icei,2:20:00 PM,d,11:40:00 AM,a,no,,,no,,,,0,0,0,,0,,,0,0,,,0,0,0,0,4,2,38,,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
stevie,29/04,3,1,1,1,j,cloudy/windy,s,1,m,ms,ms,,,3:58:00 PM,4:18:00 PM,icei,2:20:00 PM,a,11:40:00 AM,a,no,,,,,,,0,5,1,,0,,,3,127,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,,0,0,0,0,0,0,0,3,923,6,0,
ayana,29/04,1,1,1,1,j,cloudy/windy,s,1,m,ms,ms,,,10:35:00 AM,10:55:00 AM,wirecage,2:30:00 PM,b,11:32:00 AM,b,no,,,,,no,,0,42,8,3,0,,,0,0,,,2,253,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,0,0,1,40,0,0,0,12,478,11,0,
ayana,29/04,2,1,1,1,j,cloudy/windy,s,1,m,ms,ms,,,3:10:00 PM,3:30:00 PM,wirecage,2:30:00 PM,a,11:32:00 AM,a,no,,,,,no,,0,108,15,10,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,9,7,258,0,10,123,13,749,4,0,
ayana,29/04,3,1,1,1,j,cloudy/windy,s,1,m,ms,ms,,,4:22:00 PM,4:42:00 PM,wirecage,2:30:00 PM,a,11:32:00 AM,a,no,,,,,no,,0,0,0,0,0,,,2,727,,,4,448,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,10,1,22,2,0,
patats,29/04,1,1,1,1,j,sunny/windy,s,1,m,ms,ms,,,1:00:00 PM,1:20:00 PM,wirecage,2:25:00 PM,b,11:45:00 AM,a,no,,,,,,b,0,0,1,0,0,,,3,110,,,4,316,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,6,557,0,4,92,2,69,6,0,
patats,29/04,2,1,1,1,j,sunny/windy,s,1,m,ms,ms,,,2:40:00 PM,3:00:00 PM,wirecage,2:25:00 PM,a,11:45:00 AM,a,no,,,,,,b,0,1,1,0,0,,,0,0,,,0,0,,0,0,5,493,,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,1,433,2,4,99,1,64,10,0,
patats,29/04,3,1,1,1,j,cloudy/windy,s,1,m,ms,ms,,,3:35:00 PM,3:55:00 PM,wirecage,2:25:00 PM,a,11:45:00 AM,a,no,,,,,,b,0,12,6,0,1,,,0,0,,,0,0,,0,0,0,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,,6,372,1,89,0,0,0,6,695,18,0,
hope ,29/04,1,1,1,1,j,cloudy/windy,s,1,m,ms,ms,,,1:23:00 PM,1:43:00 PM,wirecage,2:30:00 PM,b,11:32:00 AM,a,no,,,,,yes,,0,25,11,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,2,1088,5,0,
hope ,29/04,2,1,1,1,j,sunny/windy,s,1,m,ms,ms,,,1:45:00 PM,2:05:00 PM,wirecage,2:30:00 PM,b,11:32:00 AM,a,no,,,,,yes,,0,30,12,1,0,,,0,0,,,2,20,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,0,0,,2,55,1,10,0,1,18,10,660,7,0,
hope ,29/04,3,1,1,1,j,cloudy/windy,s,1,m,ms,ms,,,4:45:00 PM,5:05:00 PM,wirecage,2:30:00 PM,a,11:32:00 AM,a,no,,,no,,no ,,0,26,5,0,0,,,2,289,,,2,390,,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,4,421,1,0,
ayana,30/04,1,2,1,2,j,cloudy/rainy,s,1,m,ms,ms,,,7:38:00 AM,7:58:00 AM,bamboologs+browse,2:38:00 PM,b,10:14:00 AM,b,no,,,no,,no ,,0,13,3,2,0,,,1,5,,,1,3,,0,0,0,0,,0,0,0,0,0,0,0,0,2,1,2,0,2,0,0,,0,0,,0,0,0,0,0,0,0,12,817,8,0,
ayana,30/04,2,2,1,2,j,sunny/windy,s,1,m,ms,ms,,,10:55:00 AM,11:15:00 AM,bamboologs+browse,2:38:00 PM,b,10:14:00 AM,a,no,,,no,,yes,,0,149,13,14,0,,,0,0,,,3,157,,0,0,0,0,,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,,0,0,3,1,10,2,81,0,0,0,13,448,2,0,
ayana,30/04,3,2,1,2,j,sunny ,s,1,m,ms,ms,,,11:45:00 AM,12:05:00 PM,bamboologs+browse,2:38:00 PM,b,10:14:00 AM,a,no,,,no,,yes,,0,35,4,6,0,,,0,0,,,8,473,,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,3,1,1,2,,0,0,7,6,107,0,0,1,0,0,14,332,6,0,
hope ,30/04,1,2,1,2,j,cloudy/rainy,s,1,m,ms,ms,,,8:01:00 AM,8:21:00 AM,bamboologs+browse,2:38:00 PM,b,10:12:00 AM,b,no,,,no,,no ,,0,46,7,0,0,,,5,356,,,1,8,,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,,0,0,,3,47,0,0,1,0,0,12,685,5,0,
hope ,30/04,2,2,1,2,j,cloudy,s,1,m,ms,ms,,,9:58:00 AM,10:18:00 AM,bamboologs+browse,2:38:00 PM,b,10:12:00 AM,d,no,,,0,,no/yes,,20,2,4,2,0,,,0,0,,,1,523,,0,0,0,0,,0,1,0,0,0,0,0,0,2,1,0,0,1,1,2,,0,0,,0,0,4,188,0,4,38,2,189,3,0,
hope ,30/04,3,2,1,2,j,cloudy/windy,s,1,m,ms,ms,,,1:50:00 PM,2:10:00 PM,bamboologs+browse,2:38:00 PM,b,10:12:00 AM,a,no,,,0,,yes,,0,25,9,1,0,,,0,0,,,1,4,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,27,3,130,0,3,75,3,773,4,0,
stevie,30/04,1,2,1,2,j,cloudy/rainy,s,1,m,ms,ms,,,8:25:00 AM,8:45:00 AM,bamboologs+browse,2:22:00 PM,b,10:50:00 AM,b,no,,,0,,,,0,5,0,,0,,,0,0,,,0,0,1,0,7,0,0,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,1,,13,725,0,0,0,0,0,10,580,6,0,
stevie,30/04,2,2,1,2,j,cloudy,s,1,m,ms,ms,,,9:33:00 AM,9:53:00 AM,bamboologs+browse,2:22:00 PM,b,10:50:00 AM,b,no,,,0,,,,0,0,0,,0,,,0,0,,,0,0,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,,12,363,0,0,0,0,0,11,606,10,0,
stevie,30/4,3,2,1,2,j,sunny/windy,s,1,m,ms,ms,,,1:27:00 PM,1:47:00 PM,bamboologs+browse,2:22:00 PM,b,10:50:00 AM,a,no,,,0,,,,0,8,0,,0,,,0,0,,,0,0,4,0,1,0,0,,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,6,,0,0,0,0,0,2,17,3,1013,10,0,
patats,30/4,1,2,1,2,j,cloudy/rainy,s,1,m,ms,ms,,,9:10:00 AM,9:30:00 AM,bamboologs+browse,2:33:00 PM,b,10:45:00 AM,b,no,,,0,,,b,0,23,4,1,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,,0,0,,1,25,0,0,0,0,0,5,874,14,0,
patats,30/4,2,2,1,2,j,sunny ,s,1,m,ms,ms,,,11:20:00 AM,11:40:00 AM,bamboologs+browse,2:33:00 PM,b,10:45:00 AM,a,no,,,0,,,b,0,6,0,1,0,,,1,6,,,1,28,,0,0,0,0,,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,,0,0,,3,69,7,487,0,8,446,3,113,13,0,
patats,30/4,3,2,1,2,j,sunny,s,1,m,ms,ms,,,1:05:00 PM,1:25:00 PM,bamboologs+browse,2:33:00 PM,b,10:45:00 AM,a,no,,,0,,,b,0,1,0,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,3,142,2,984,16,0,
patats,5-Feb,1,3,1,3,j,sunny/cloudy,s,1,m,ms,ms,,,9:53:00 AM,10:13:00 AM,wirecage,2:32:00 PM,b,12:30:00 PM,b,no,,,0,yes,,b,0,6,2,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,14,1,135,0,4,183,2,791,15,0,
patats,5-Feb,2,3,1,3,j,cloudy,s,1,m,ms,ms,,,11:48:00 AM,12:08:00 PM,wirecage,2:32:00 PM,b,12:30:00 PM,b,no,,,0,yes,,b,0,24,0,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,,0,0,1,30,0,3,265,7,658,16,0,
patats,5-Feb,3,3,1,3,j,sunny,s,1,m,ms,ms,,,3:34:00 PM,3:54:00 PM,wirecage,2:32:00 PM,a,12:30:00 PM,a,no,,,0,yes,,b,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,11,0,1,0,1,0,0,0,,0,0,,2,255,0,0,0,0,0,5,902,5,0,
stevie,5-Feb,1,3,1,3,j,cloudy,s,1,m,ms,ms,,,10:17:00 AM,10:37:00 AM,pvcpipe,2:30:00 PM,b,12:15:00 PM,b,no,,,0,,,,0,6,0,,0,,,4,422,,,0,0,4,0,0,0,0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,1,129,0,0,0,1,574,2,0,
stevie,5-Feb,2,3,1,3,j,sunny,s,1,m,ms,ms,,,2:30:00 PM,2:50:00 PM,pvcpipe,2:30:00 PM,d,12:15:00 PM,a,no,,,0,,,,2,2,0,,0,,,0,0,,,0,0,0,0,0,3,1101,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,25,0,0,
stevie,5-Feb,3,3,1,3,j,sunny,s,1,m,ms,ms,,,5:09:00 PM,5:29:00 PM,pvcpipe,2:30:00 PM,a,12:15:00 PM,a,no,,,0,,,,0,10,0,,0,,,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,0,1,269,0,3,134,2,663,1,0,
hope ,5-Feb,1,3,1,3,j,cloudy,s,1,m,ms,ms,,,10:40:00 AM,11:00:00 AM,wirecage+browse,10:20:00 AM,a,12:20:00 PM,b,no,,,0,,no,,0,18,7,0,0,,,0,0,,,1,549,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,20,0,0,0,2,40,4,1062,3,0,
hope ,5-Feb,2,3,1,3,j,sunny,s,1,m,ms,ms,,,2:52:00 PM,3:12:00 PM,wirecage+browse,10:20:00 AM,a,12:20:00 PM,a,no,,,0,,yes,,0,35,4,1,0,,,0,0,,,1,3,,0,0,1,73,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,34,0,3,35,4,816,6,0,
hope ,5-Feb,3,3,1,3,j,sunny,s,1,m,ms,ms,,,4:45:00 PM,5:05:00 PM,wirecage+browse,10:20:00 AM,a,12:20:00 PM,a,no,,,0,,no,,0,24,1,2,0,,,0,0,,,2,289,,0,0,2,78,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,0,0,4,144,0,4,110,4,385,4,0,
ayana,5-Feb,1,3,1,3,j,sunny/cloudy,s,1,m,ms,ms,,,11:03:00 AM,11:23:00 AM,wirecage+browse,10:20:00 AM,a,12:22:00 PM,b,no,,,0,,no,,0,0,1,1,0,,,1,6,,,0,0,,0,0,112,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,2,70,2,35,1,3,150,5,740,3,0,
ayana,5-Feb,2,3,1,3,j,sunny/cloudy,s,1,m,ms,ms,,,11:25:00 AM,11:45:00 AM,wirecage+browse,10:20:00 AM,a,12:22:00 PM,b,no,,,0,,no,,0,49,4,3,0,,,0,0,,,1,25,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,30,0,0,1,35,0,3,31,12,721,7,0,
ayana,5-Feb,3,3,1,3,j,sunny,s,1,m,ms,ms,,,3:13:00 PM,3:33:00 PM,wirecage+browse,10:20:00 AM,a,12:22:00 PM,a,no,,,0,,yes,,0,27,2,1,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,,1,0,,0,0,3,91,0,3,24,12,605,5,0,
patats,5-Mar,1,4,1,4,j,cloudy,s+s+v,3,m+m+f,ms,ms+fv,ms,,6:52:00 AM,7:13:00 AM,scatterfeed,4:18:00 PM,b,11:34:00 AM,b,yes,2:12:00 PM,b,0,,,b,0,12,5,2,2,0,0,0,0,0,0,2,41,,0,0,2,64,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,4,247,0,10,393,1,83,5,0,
patats,5-Mar,2,4,1,4,j,sunny,s+s+v,3,m+m+f,ms,ms+fv,ms,,11:41:00 AM,12:01:00 PM,scatterfeed,4:18:00 PM,b,11:34:00 AM,a,yes,2:12:00 PM,b,0,,,b,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,15,811,0,14,336,0,0,4,0,
patats,5-Mar,3,4,1,4,j,sunny,s+s+v,3,m+m+f,ms,ms+fv,ms,,2:43:00 PM,3:03:00 PM,scatterfeed,4:18:00 PM,b,11:34:00 AM,a,yes,2:12:00 PM,a,0,,,b,0,3,0,0,0,1,31,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,,0,0,,0,0,1,76,1,6,531,2,198,5,0,
ayana,5-Mar,1,4,1,4,j,cloudy,s+v,2,m+f,ms,ms+fv,,,7:15:00 AM,7:35:00 AM,scatterfeed,4:23:00 PM,b,11:40:00 AM,b,no,,,0,,no,,0,0,2,2,0,,,2,356,,,1,105,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,0,0,,0,0,6,192,0,4,143,3,88,2,0,
ayana,5-Mar,2,4,1,4,j,sunny,s+v,2,m+f,ms,ms+fv,,,1:12:00 PM,1:32:00 PM,scatterfeed,4:23:00 PM,b,11:40:00 AM,a,no,,,0,,no,,0,62,10,1,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,6,6,192,0,4,143,3,55,4,0,
ayana,5-Mar,3,4,1,4,j,sunny,s+v,2,m+f,ms,ms+fv,,,2:21:00 PM,2:41:00 PM,scatterfeed,4:23:00 PM,b,11:40:00 AM,a,no,,,0,,no,,0,17,4,3,0,,,3,56,,,0,0,,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,1,8,0,1,8,11,923,4,0,
hope ,5-Mar,1,4,1,4,j,sunny,s+v,2,m+f,ms,ms+fv,,,10:55:00 AM,11:15:00 AM,scatterfeed,4:25:00 PM,b,11:40:00 AM,b,no,,,0,,no,,0,18,3,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,1,12,0,0,0,0,0,2,1154,8,0,
hope ,5-Mar,2,4,1,4,j,sunny,s+v,2,m+f,ms,ms+fv,,,1:32:00 PM,1:52:00 PM,scatterfeed,4:25:00 PM,b,11:40:00 AM,a,no,,,0,,no,,0,34,15,3,0,,,1,8,,,1,149,,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,,0,0,,1,6,2,142,0,5,128,5,493,6,0,
hope ,5-Mar,3,4,1,4,j,sunny,s+v,2,m+f,ms,ms+fv,,,3:31:00 PM,3:51:00 PM,scatterfeed,4:25:00 PM,b,11:40:00 AM,a,no,,,0,,no,,1,29,4,2,0,,,1,11,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,5,0,0,1,2,0,1,,0,0,,0,0,0,0,0,0,0,14,785,1,1,
stevie,5-Mar,1,4,1,4,j,sunny,s+s+v,3,m+m+f,ms,ms+fv,,,11:18:00 AM,11:38:00 AM,scatterfeed+pvcpipe,4:14:00 PM,b,11:36:00 AM,d,no,,,0,,,,8,1,1,,0,,,0,0,,,0,0,3,0,0,0,0,,0,1,3,0,0,0,0,4,0,1,2,0,3,0,0,2,0,2,,0,0,4,53,0,2,69,3,726,4,0,
stevie,5-Mar,2,4,1,4,j,sunny,s+s+v,3,m+m+f,ms,ms+fv,,,1:56:00 PM,2:16:00 PM,scatterfeed+pvcpipe,4:14:00 PM,b,11:36:00 AM,a,no,,,0,,,,0,19,0,,0,,,0,0,,,0,0,0,0,3,0,0,,0,1,3,0,0,0,0,8,0,0,2,0,2,1,1,0,0,1,,0,0,0,0,1,5,233,8,417,4,0,
stevie,5-Mar,3,4,1,4,j,sunny,s+s+v,3,m+m+f,ms,ms+fv,,,3:55:00 PM,4:15:00 PM,scatterfeed+pvcpipe,4:14:00 PM,d,11:36:00 AM,a,no,,,0,,,,0,16,0,,0,,,0,0,,,0,0,0,0,5,0,0,,0,5,4,3,0,0,0,0,2,0,1,0,7,1,0,0,0,6,,0,0,1,42,0,0,0,8,624,2,1,
patats,5-May,1,5,1,5,j,sunny,s,1,m,ms,ms,,,7:20:00 AM,7:40:00 AM,scatterfeed+browse+papballs,4:40:00 PM,b,11:50:00 AM,b,no,,,0,,,b,0,2,3,2,0,,,2,12,,,1,5,,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,,0,0,,1,6,0,0,0,5,83,5,794,7,0,
patats,5-May,2,5,1,5,j,sunny,s,1,m,ms,ms,,,10:38:00 AM,10:58:00 AM,scatterfeed+browse+papballs,4:40:00 PM,b,11:50:00 AM,b,no,,,0,,,b,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,,0,0,,0,0,2,688,0,10,502,1,31,2,0,
patats,5-May,3,5,1,5,j,sunny,s,1,m,ms,ms,,,11:45:00 AM,12:05:00 PM,scatterfeed+browse+papballs,4:40:00 PM,b,11:50:00 AM,d,no,,,0,,,b,0,7,0,0,0,,,0,0,,,0,0,,0,0,0,0,,0,3,2,0,0,0,0,0,0,0,0,0,26,0,0,,0,0,,0,0,11,441,0,14,356,0,0,2,0,
ayana,5-May,1,5,1,5,j,sunny,s,1,m,ms,ms,,,7:45:00 AM,8:05:00 AM,scatterfeed+browse+papballs,4:30:00 PM,b,11:55:00 AM,b,no,,,0,,no,,0,25,3,0,0,,,0,0,,,0,0,,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,0,0,0,0,0,0,0,7,843,6,0,
ayana,5-May,2,5,1,5,j,sunny,s,1,m,ms,ms,,,9:22:00 AM,9:42:00 AM,scatterfeed+browse+papballs,4:30:00 PM,b,11:55:00 AM,b,no,,,0,,no,,0,5,1,1,0,,,2,673,,,1,257,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,6,0,0,0,3,167,4,0,
ayana,5-May,3,5,1,5,j,sunny,s,1,m,ms,ms,,,11:23:00 AM,11:43:00 AM,scatterfeed+browse+papballs,4:30:00 PM,b,11:55:00 AM,b,no,,,0,,no,,0,5,1,3,0,,,1,3,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,16,843,6,0,
stevie,5-May,1,5,1,5,j,sunny,s,1,m,ms,ms,,,8:09:00 AM,8:29:00 AM,scatterfeed+browse+papballs,4:40:00 PM,b,12:00:00 PM,b,no,,,0,,,,0,0,0,,0,,,0,0,,,0,0,0,0,6,0,0,,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,5,1087,0,0,
stevie,5-May,2,5,1,5,j,sunny,s,1,m,ms,ms,,,8:59:00 AM,9:19:00 AM,scatterfeed+browse+papballs,4:40:00 PM,b,12:00:00 PM,b,no,,,0,,,,0,0,1,,0,,,2,498,,,0,0,2,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,5,165,0,0,1,2,18,7,255,3,0,
stevie,5-May,3,5,1,5,j,sunny,s,1,m,ms,ms,,,11:00:00 AM,11:20:00 AM,scatterfeed+browse+papballs,4:40:00 PM,b,12:00:00 PM,b,no,,,0,,,,0,2,1,,0,1,4,2,245,,,0,0,4,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,,0,0,0,0,0,0,0,3,767,3,1,
hope ,5-May,1,5,1,5,j,sunny,s,1,m,ms,ms,,,8:35:00 AM,8:55:00 AM,scatterfeed+browse+papballs,4:30:00 PM,b,11:55:00 AM,b,no,,,0,,no,,0,0,3,2,0,,,2,10,,,2,450,,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,,0,0,,0,0,1,22,0,0,0,6,332,3,0,
hope ,5-May,2,5,1,5,j,sunny,s,1,m,ms,ms,,,10:15:00 AM,10:35:00 AM,scatterfeed+browse+papballs,4:30:00 PM,b,11:55:00 AM,b,no,,,0,,no,,0,22,3,1,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,2,162,0,2,16,3,934,4,0,
hope ,5-May,3,5,1,5,j,sunny,s,1,m,ms,ms,,,1:01:00 PM,1:21:00 PM,scatterfeed+browse+papballs,4:30:00 PM,b,11:55:00 AM,a,no,,,0,,yes,,0,18,9,1,0,,,0,0,,,2,31,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,1,10,3,209,0,3,28,9,853,7,0,
stevie,5-Sep,1,6,1,6,j,cloudy,s,1,m,ms,ms,,,8:04:00 AM,8:24:00 AM,iceiwithkongball,4:00:00 PM,b,12:10:00 PM,b,no,,,0,,,,0,0,0,,0,,,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,,0,0,4,155,0,6,258,3,548,6,0,
