id,date,focal,tday,cond,dayofcond,observer,weather,ctpos,numct,sexct,ctfeed,ctenrich,ctclean,ctint,start,finish,enrich,enrichtime,timetoenrich,feeding,timetofeed,clean,cleant,timetoclean,xtraint,pxtraint,sep,patatsmed,foodgrunt,grunt,lipsmack,pbaboon,phuman,hgroomct,hgroomd,bgroomct,bgroomd,ghgroomct,ghgroomd,gbgroomct,gbgroomd,penisd,playb,plays,manenrichct,manenrichd,embraceh,embraceb,dproxct,dproxout,movetoobs,playvocal,iproxct,iproxout,threatg,bark,headshake,yawn,aggb,pace,aggdisp,teeth,rubgen,sway,turn,scream,sgroomct,sgroomd,eatct,eatd,drink,foragect,foraged,restct,restd,schratch,other ,comment
ayana,25/05,1,16,2,4,j,sunny,s+s,2,m+m,ms,ms,,,8:40:00 AM,9:00:00 AM,wirecages,4:10:00 PM,b,12:09:00 PM,b,no,,,0,,no,,0,0,0,0,0,,,2,500,,,4,687,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,
ayana,25/05,2,16,2,4,j,sunny/windy,s+s,2,m+m,ms,ms,,,1:33:00 PM,1:53:00 PM,wirecages,4:10:00 PM,b,12:09:00 PM,a,no,,,0,,yes,,0,39,4,4,0,,,0,0,,,1,578,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,4,139,0,2,45,4,275,0,0,
ayana,25/05,3,16,2,4,j,sunny,s+s,2,m+m,ms,ms,,,3:00:00 PM,3:20:00 PM,wirecages,4:10:00 PM,b,12:09:00 PM,a,no,,,0,,yes,,0,35,1,0,0,,,0,0,,,0,0,,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,18,677,0,20,303,2,47,1,0,
hope ,25/05,1,16,2,4,j,sunny,s+s,2,m+m,ms,ms,,,9:01:00 AM,9:21:00 AM,wirecages,4:10:00 PM,b,12:08:00 PM,b,no,,,0,,no,,0,7,2,1,0,,,1,235,,,2,427,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,31,0,0,0,1,49,3,182,2,0,
hope ,25/05,2,16,2,4,j,sunny,s+s,2,m+m,ms,ms,,,1:53:00 PM,2:13:00 PM,wirecages,4:10:00 PM,b,12:08:00 PM,a,no,,,0,,yes,,0,30,3,0,0,,,0,0,,,2,7,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,23,0,0,0,1,100,5,931,5,0,
hope ,25/05,3,16,2,4,j,sunny,s+s,2,m+m,ms,ms,,,2:39:00 PM,2:59:00 PM,wirecages,4:10:00 PM,b,12:08:00 PM,a,no,,,0,,yes,,0,37,4,1,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,,0,0,,4,134,1,44,0,2,56,7,773,4,0,
stevie,26/05,1,17,4,4,j,sunny,s+v,2,m+f,ms,ms,,fv,7:38:00 AM,7:58:00 AM,kongballs,4:41:00 PM,b,11:31:00 AM,b,no,,,0,,,,0,0,0,,0,,,0,0,,,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,,0,0,0,0,0,4,84,5,251,7,0,
stevie,26/05,2,17,4,4,j,sunny,s+v,2,m+f,ms,ms,,fv,10:20:00 AM,10:40:00 AM,kongballs,4:41:00 PM,b,11:31:00 AM,b,no,,,0,,,,0,0,0,,0,,,0,0,,,0,0,2,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,,2,38,0,0,0,2,11,4,1025,6,0,
stevie,26/05,3,17,4,4,j,sunny,s+v,2,m+f,ms,ms,,fv,1:29:00 PM,1:49:00 PM,kongballs,4:41:00 PM,b,11:31:00 AM,a,no,,,yes,,,,0,12,3,,0,,,0,0,,,0,0,1,0,3,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,1,30,0,1,13,7,892,3,11,
hope ,26/05,1,17,4,3,j+r,sunny,s+v,2,m+f,ms,ms,,fv,7:59:00 AM,8:19:00 AM,kongballs,4:27:00 PM,b,11:26:00 AM,b,no,,,0,,no,,0,26,6,0,0,0,0,1,93,0,0,1,411,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,349,4,0,
hope ,26/05,2,17,4,3,j+r,sunny,s+v,2,m+f,ms,ms,,fv,9:28:00 AM,9:48:00 AM,kongballs,4:27:00 PM,b,11:26:00 AM,b,no,,,0,,no,,0,5,0,0,0,0,0,1,114,0,0,2,643,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,8,0,0,0,0,0,6,307,6,0,
hope ,26/05,3,17,4,3,j,sunny/windy,s+v,2,m+f,ms,ms,,fv,12:44:00 PM,1:04:00 PM,kongballs,4:27:00 PM,b,11:26:00 AM,a,no,,,yes,,yes,,0,55,12,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,,3,79,0,0,0,1,7,15,828,6,0,
patats,26/05,1,17,2,3,j+r,sunny,s,1,m,ms,ms,,,8:22:00 AM,8:42:00 AM,kongballs,4:42:00 PM,b,11:32:00 AM,b,no,,,0,yes,,b,0,0,4,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,,3,94,0,0,0,5,65,2,994,4,0,
patats,26/05,2,17,2,3,j,sunny,s,1,m,ms,ms,,,10:42:00 AM,11:02:00 AM,kongballs,4:42:00 PM,b,11:32:00 AM,b,no,,,0,yes,,b,0,0,2,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,6,1079,16,0,
patats,26/05,3,17,2,3,j,sunny,s,1,m,ms,ms,,,11:38:00 AM,11:58:00 AM,kongballs,4:42:00 PM,b,11:32:00 AM,a,no,,,0,yes,,b,0,1,0,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,8,614,0,13,510,0,0,13,0,
ayana,26/05,1,17,4,3,j+r,sunny,s+v,2,m+f,ms,ms,,fv,8:45:00 AM,9:05:00 AM,kongballs,4:28:00 PM,b,11:27:00 AM,b,no,,,0,,no,,0,2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,8,1008,5,0,
ayana,26/05,2,17,4,3,j+r,sunny,s+v,2,m+f,ms,ms,,fv,9:06:00 AM,9:26:00 AM,kongballs,4:28:00 PM,b,11:27:00 AM,b,no,,,0,,no,,0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,3,142,0,2,42,8,568,2,0,
ayana,26/05,3,17,4,3,j,sunny/windy,s+v,2,m+f,ms,ms,,fv,1:07:00 PM,1:27:00 PM,kongballs,4:28:00 PM,b,11:27:00 AM,a,no,,,yes,,yes,,0,35,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,,0,0,,0,0,4,187,0,1,14,8,825,5,0,
patats,30/05,1,18,3,4,j,sunny,s,1,m,ms,ms,,,7:38:00 AM,7:58:00 AM,none,12:00:00 AM,0,11:20:00 AM,b,no,,,0,,,a,0,0,0,0,0,1,61,0,0,1,300,1,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,2,34,8,407,0,3,39,10,618,6,0,
patats,30/05,2,18,3,4,j,sunny,s,1,m,ms,ms,,,10:05:00 AM,10:25:00 AM,none,12:00:00 AM,0,11:20:00 AM,b,no,,,0,,,a,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,0,0,4,91,3,946,8,0,
patats,30/05,3,18,3,4,j+r,cloudy ,s,1,m,ms,ms,,,2:55:00 PM,3:15:00 PM,none,12:00:00 AM,0,11:20:00 AM,a,no,,,0,,,a,0,18,8,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,,0,0,,9,315,0,0,0,1,7,14,587,12,0,
hope ,30/05,1,18,3,4,j,sunny,s,1,m,ms,ms,,,8:02:00 AM,8:22:00 AM,none,12:00:00 AM,0,2:03:00 PM,b,no,,,0,,yes,,0,44,5,0,0,,,0,0,,,0,0,,0,0,2,97,,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,,0,0,,2,37,0,0,0,2,152,8,644,3,0,
hope ,30/05,2,18,3,4,j+r,sunny,s,1,m,ms,ms,,,11:30:00 AM,11:50:00 AM,none,12:00:00 AM,0,2:03:00 PM,b,no,,,0,,no,,0,30,5,2,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,,0,0,,0,0,0,0,0,0,0,8,679,3,0,
hope ,30/05,3,18,3,4,j,sunny,s,1,m,ms,ms,,,3:18:00 PM,3:38:00 PM,none,12:00:00 AM,0,2:03:00 PM,a,no,,,0,,yes,,0,63,6,1,0,,,0,0,,,0,0,,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,6,1093,4,0,
stevie,30/05,1,18,2,3,j,sunny,s,1,m,ms,ms,,,8:30:00 AM,8:50:00 AM,none,12:00:00 AM,0,11:18:00 AM,b,no,,,0,,,,0,0,0,,0,,,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,10,387,0,0,0,2,73,12,640,9,0,
stevie,30/05,2,18,2,3,j,sunny,s,1,m,ms,ms,,,9:44:00 AM,10:04:00 AM,none,12:00:00 AM,0,11:18:00 AM,b,no,,,0,,,,0,0,0,,0,,,1,1117,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,1,4,0,0,
stevie,30/05,3,18,2,3,j+r,sunny+cloudy,s,1,m,ms,ms,,,2:32:00 PM,2:52:00 PM,none,12:00:00 AM,0,11:18:00 AM,a,no,,,0,,,,0,0,0,,0,,,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,2,53,1,91,0,3,250,4,662,6,0,
ayana,30/05,1,18,3,4,j,sunny,s,1,m,ms,ms,,,8:52:00 AM,9:12:00 AM,none,12:00:00 AM,0,2:07:00 PM,b,no,,,0,,no,,0,0,0,0,0,,,1,902,,,2,293,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,
ayana,30/05,2,18,3,4,j+r,sunny,s,1,m,ms,ms,,,11:51:00 AM,12:11:00 PM,none,12:00:00 AM,0,2:07:00 PM,b,no,,,0,,no,,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,10,489,0,4,76,8,431,2,0,
ayana,30/05,3,18,3,4,j+r,sunny/cloudy,s,1,m,ms,ms,,,2:10:00 PM,2:30:00 PM,none,12:00:00 AM,0,2:07:00 PM,a,no,,,0,,yes,,0,0,0,2,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,22,990,0,9,65,0,0,2,0,
stevie,31/05,1,19,3,5,j+r,sunny,s+s,2,m+m,ms,ms,,,8:26:00 AM,8:46:00 AM,scatterfeed+frozenfood,1:16:00 PM,b,11:11:00 AM,b,no,,,0,,,,0,18,0,,0,,,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,,4,164,0,0,0,0,0,5,969,8,0,
stevie,31/05,2,19,3,5,j+r,sunny,s+s,2,m+m,ms,ms,,,11:16:00 AM,11:36:00 AM,scatterfeed+frozenfood,1:16:00 PM,b,11:11:00 AM,a,no,,,0,,,,2,15,0,,0,,,0,0,,,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4,122,0,4,999,0,0,1,0,
stevie,31/05,3,19,3,5,j,sunny,s+s,2,m+m,ms,ms,,,1:45:00 PM,2:05:00 PM,scatterfeed+frozenfood,1:16:00 PM,a,11:11:00 AM,a,no,,,0,,,,0,5,1,,0,,,1,17,,,0,0,0,0,0,0,0,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,102,0,5,730,2,175,3,2,
patats,31/05,1,19,3,5,j+r,sunny,s+s,2,m+m,ms,ms,,,8:05:00 AM,8:25:00 AM,scatterfeed+frozenfood,1:17:00 PM,b,11:12:00 AM,b,no,,,0,,,a,0,2,4,0,3,,,0,0,,,0,0,,0,0,0,0,,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,4,5,353,0,11,336,3,154,14,0,
patats,31/05,2,19,3,5,j+r,sunny,s+s,2,m+m,ms,ms,,,11:35:00 AM,11:55:00 AM,scatterfeed+frozenfood,1:17:00 PM,b,11:12:00 AM,b,no,,,0,,,a,0,35,0,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,4,0,0,0,1,0,1,0,1,0,0,0,,0,0,,0,0,5,498,0,9,530,0,0,5,0,
patats,31/05,3,19,3,5,j,sunny,s+s,2,m+m,ms,ms,,,2:06:00 PM,2:26:00 PM,scatterfeed+frozenfood,1:17:00 PM,a,11:12:00 AM,a,no,,,0,,,a,0,2,0,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,3,349,0,1,843,0,0,8,0,
hope ,31/05,1,19,4,4,j,sunny,s+s+v,3,m+m+f,ms,ms,,fv,9:10:00 AM,9:30:00 AM,scatterfeed+frozenfood,1:11:00 PM,b,11:07:00 AM,b,no,,,yes,,no,,0,10,3,0,0,0,0,1,11,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,0,0,1,4,5,633,3,0,
hope ,31/05,2,19,4,4,j,sunny,s+s+v,3,m+m+f,ms,ms,,fv,10:33:00 AM,10:53:00 AM,scatterfeed+frozenfood,1:11:00 PM,b,11:07:00 AM,b,no,,,0,,no,,0,29,8,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,1,5,0,0,0,0,0,12,600,4,1,
hope ,31/05,3,19,4,4,j,sunny,s+s+v,3,m+m+f,ms,ms,,fv,1:22:00 PM,1:42:00 PM,scatterfeed+frozenfood,1:11:00 PM,a,11:07:00 AM,a,no,,,0,,yes,,0,18,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,5,759,0,3,82,2,270,1,0,
ayana,31/05,1,19,4,4,j+r,sunny,s+s+v,3,m+m+f,ms,ms,,fv,8:49:00 AM,9:09:00 AM,scatterfeed+frozenfood,1:12:00 PM,b,11:08:00 AM,b,no,,,yes,,no,,0,0,0,0,0,0,0,1,633,0,0,1,551,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,
ayana,31/05,2,19,4,4,j,sunny,s+s+v,3,m+m+f,ms,ms,,fv,9:31:00 AM,9:51:00 AM,scatterfeed+frozenfood,1:12:00 PM,b,11:08:00 AM,b,no,,,0,,no,,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,6,536,0,5,101,5,443,2,0,
ayana,31/05,3,19,4,4,j,sunny/windy,s+s+v,3,m+m+f,ms,ms,,fv,2:28:00 PM,2:48:00 PM,scatterfeed+frozenfood,1:12:00 PM,a,11:08:00 AM,a,no,,,0,,yes,,0,90,5,3,0,0,0,0,0,0,0,2,216,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,8,276,0,9,147,8,386,3,0,
patats,6-Jan,1,20,4,5,j,sunny,s+v+v,3,m+f+f ,ms,ms,ms+fv,fv,11:36:00 AM,11:56:00 AM,bamboologs,4:00:00 PM,b,11:06:00 AM,a,yes,1:19:00 PM,b,yes,,,a,0,0,0,0,4,4,460,0,0,1,132,0,0,,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,420,0,2,81,0,0,9,0,
patats,6-Jan,2,20,4,5,j,sunny,s+v+v,3,m+f+f ,ms,ms,ms+fv,fv,1:18:00 PM,1:38:00 PM,bamboologs,4:00:00 PM,b,11:06:00 AM,a,yes,1:19:00 PM,d,0,,,a,0,6,1,2,1,1,3,0,0,0,0,0,0,,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,50,7,619,14,0,
patats,6-Jan,3,20,4,5,j,sunny,s+v+v,3,m+f+f ,ms,ms,ms+fv,fv,1:39:00 PM,1:59:00 PM,bamboologs,4:00:00 PM,b,11:06:00 AM,a,yes,1:19:00 PM,d,0,,,a,0,36,1,1,0,0,0,0,0,0,0,1,76,,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,,1,43,0,0,0,1,15,4,860,5,0,
ayana,6-Jan,1,20,2,5,j,sunny,s,1,m,ms,ms,,,8:35:00 AM,8:55:00 AM,bamboologs,4:04:00 PM,b,11:10:00 AM,b,no,,,0,,no,,0,2,0,0,0,,,2,158,,,1,437,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,2,51,0,4,172,2,241,5,1,
ayana,6-Jan,2,20,2,5,j+r,sunny,s,1,m,ms,ms,,,9:50:00 AM,10:10:00 AM,bamboologs,4:04:00 PM,b,11:10:00 AM,b,no,,,0,,no,,0,12,1,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,8,880,6,0,
ayana,6-Jan,3,20,2,5,j+r,sunny,s,1,m,ms,ms,,,10:32:00 AM,10:52:00 AM,bamboologs,4:04:00 PM,b,11:10:00 AM,b,no,,,0,,no,,0,23,0,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,7,974,1,0,
stevie,6-Jan,1,20,2,4,j,sunny,s+s+v,3,m+m+f,ms,ms,ms+fv,,8:58:00 AM,9:18:00 AM,bamboolog+coconut,4:00:00 PM,b,11:06:00 AM,b,yes,2:00:00 PM,b,0,,,,0,2,0,,0,,,0,0,,,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,4,94,0,0,0,0,0,5,1105,3,0,
stevie,6-Jan,2,20,2,4,j,sunny,s+s+v,3,m+m+f,ms,ms,ms+fv,,2:00:00 PM,2:20:00 PM,bamboolog+coconut,4:00:00 PM,b,11:06:00 AM,a,yes,2:00:00 PM,d,0,,,,0,4,0,,0,,,0,0,,,0,0,0,0,1,0,0,,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,3,67,0,0,0,0,0,10,750,9,0,
stevie,6-Jan,3,20,2,4,j,sunny,s+s+v,3,m+m+f,ms,ms,ms+fv,,2:25:00 PM,2:45:00 PM,bamboolog+coconut,4:00:00 PM,b,11:06:00 AM,a,yes,2:00:00 PM,d,0,,,,0,4,0,,0,,,0,0,,,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,2,163,0,5,151,4,308,4,0,
hope ,6-Jan,1,20,2,5,j,sunny,s,1,m,ms,ms,,,9:19:00 AM,9:39:00 AM,bamboologs,4:02:00 PM,b,11:09:00 AM,b,no,,,0,,no,,0,17,0,0,0,,,3,455,,,5,606,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,11,3,32,2,0,
hope ,6-Jan,2,20,2,5,j+r,sunny,s,1,m,ms,ms,,,10:10:00 AM,10:30:00 AM,bamboologs,4:02:00 PM,b,11:09:00 AM,b,no,,,0,,no,,0,16,4,1,0,,,1,5,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,8,982,5,0,
hope ,6-Jan,3,20,2,5,j,sunny,s,1,m,ms,ms,,,2:47:00 PM,3:07:00 PM,bamboologs,4:02:00 PM,b,11:09:00 AM,a,no,,,0,,no,,0,30,3,1,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,1,0,1,0,0,0,0,0,0,0,9,504,1,0,
stevie,6-Feb,1,21,4,5,j,sunny,s+v,2,m+f,ms,ms,,fv,7:49:00 AM,8:09:00 AM,kongballs,4:00:00 PM,b,9:16:00 AM,b,no,,,0,,,,0,0,1,,0,,,0,0,,,0,0,0,0,6,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,18,0,0,0,3,68,7,543,3,0,
stevie,6-Feb,2,21,4,5,j,sunny,s+v,2,m+f,ms,ms,,fv,9:52:00 AM,10:12:00 AM,kongballs,4:00:00 PM,b,9:16:00 AM,a,no,,,0,,,,0,0,0,,0,,,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,,0,0,0,0,0,1,337,2,855,8,0,
stevie,6-Feb,3,21,4,5,j,sunny,s+v,2,m+f,ms,ms,,fv,11:08:00 AM,11:28:00 AM,kongballs,4:00:00 PM,b,9:16:00 AM,a,no,,,yes,,,,0,16,1,,0,,,9,615,,,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,331,3,133,2,0,
hope ,6-Feb,1,21,3,5,j,sunny,s+v,2,m+f,ms,ms,ms+fv,,7:27:00 AM,7:47:00 AM,kongballs,4:06:00 PM,b,9:20:00 AM,b,yes,1:05:00 PM,b,0,,no,,0,21,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,2,51,0,0,0,0,0,5,848,11,0,
hope ,6-Feb,2,21,3,5,j+r,sunny,s+v,2,m+f,ms,ms,ms+fv,,1:24:00 PM,1:44:00 PM,kongballs,4:06:00 PM,b,9:20:00 AM,a,yes,1:05:00 PM,d,0,,no,,0,11,3,0,0,0,0,3,111,0,0,2,418,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,7,368,2,0,
hope ,6-Feb,3,21,3,5,j+r,sunny,s+v,2,m+f,ms,ms,ms+fv,,1:45:00 PM,2:05:00 PM,kongballs,4:06:00 PM,b,9:20:00 AM,a,yes,1:05:00 PM,a,0,,no,,0,0,3,3,0,0,0,1,106,0,0,2,493,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,6,3,322,4,0,
patats,6-Feb,1,21,2,4,j,sunny,s,1,m,ms,ms,,,9:28:00 AM,9:48:00 AM,kongballs,4:10:00 PM,b,9:13:00 AM,a,no,,,0,,,a,0,76,1,0,0,,,0,0,,,1,293,,0,0,0,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,6,533,0,5,319,9,0,0,0,
patats,6-Feb,2,21,2,4,j,sunny,s,1,m,ms,ms,,,11:33:00 AM,11:53:00 AM,kongballs,4:10:00 PM,b,9:13:00 AM,a,no,,,0,,,a,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,6,5,1040,7,0,
patats,6-Feb,3,21,2,4,j,sunny,s,1,m,ms,ms,,,2:07:00 PM,2:27:00 PM,kongballs,4:10:00 PM,b,9:13:00 AM,a,no,,,0,,,a,0,1,1,0,0,,,0,0,,,1,195,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,862,8,0,
ayana,6-Feb,1,21,3,5,j,sunny,s+v,2,m+f,ms,ms,ms+fv,,8:12:00 AM,8:38:00 AM,kongballs,4:07:00 PM,b,9:24:00 AM,b,yes,1:05:00 PM,b,0,,no,,0,24,4,1,0,0,0,2,139,0,0,6,291,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,2,25,1,25,0,4,41,10,481,4,0,
